Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Embassy Kathmandu,PM2.5 - Principal,2018-03-14 04:00 PM,2018,3,14,16,66.4,157,Unhealthy,65.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-14 05:00 PM,2018,3,14,17,64.7,156,Unhealthy,63.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-14 06:00 PM,2018,3,14,18,65.8,156,Unhealthy,67.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-14 07:00 PM,2018,3,14,19,72.4,160,Unhealthy,79.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-14 08:00 PM,2018,3,14,20,75.7,161,Unhealthy,79.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-14 09:00 PM,2018,3,14,21,76.8,162,Unhealthy,78.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-14 10:00 PM,2018,3,14,22,77.2,162,Unhealthy,78.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-14 11:00 PM,2018,3,14,23,78.7,163,Unhealthy,86.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 12:00 AM,2018,3,15,0,79.6,163,Unhealthy,82.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 01:00 AM,2018,3,15,1,77.6,162,Unhealthy,73.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 02:00 AM,2018,3,15,2,75.3,161,Unhealthy,70.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 03:00 AM,2018,3,15,3,73.8,160,Unhealthy,69.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 04:00 AM,2018,3,15,4,73.6,160,Unhealthy,73.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 05:00 AM,2018,3,15,5,74.6,161,Unhealthy,76.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 06:00 AM,2018,3,15,6,75.1,161,Unhealthy,76.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 07:00 AM,2018,3,15,7,83.1,165,Unhealthy,101.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 08:00 AM,2018,3,15,8,97.8,173,Unhealthy,116.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 09:00 AM,2018,3,15,9,148.0,199,Unhealthy,194.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 10:00 AM,2018,3,15,10,159.0,209,Very Unhealthy,170.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 11:00 AM,2018,3,15,11,155.5,206,Very Unhealthy,152.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 12:00 PM,2018,3,15,12,114.7,182,Unhealthy,74.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 01:00 PM,2018,3,15,13,84.8,166,Unhealthy,55.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 02:00 PM,2018,3,15,14,69.4,158,Unhealthy,54.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 03:00 PM,2018,3,15,15,56.2,151,Unhealthy,43.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 04:00 PM,2018,3,15,16,51.6,141,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 05:00 PM,2018,3,15,17,52.2,142,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 06:00 PM,2018,3,15,18,59.1,153,Unhealthy,66.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 07:00 PM,2018,3,15,19,69.0,158,Unhealthy,79.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 08:00 PM,2018,3,15,20,80.5,164,Unhealthy,92.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 09:00 PM,2018,3,15,21,81.7,165,Unhealthy,83.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 10:00 PM,2018,3,15,22,94.8,171,Unhealthy,108.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-15 11:00 PM,2018,3,15,23,90.4,169,Unhealthy,86.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 12:00 AM,2018,3,16,0,83.7,166,Unhealthy,77.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 01:00 AM,2018,3,16,1,76.3,162,Unhealthy,69.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 02:00 AM,2018,3,16,2,53.6,146,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 03:00 AM,2018,3,16,3,35.8,102,Unhealthy for Sensitive Groups,18.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 04:00 AM,2018,3,16,4,31.4,92,Moderate,27.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 05:00 AM,2018,3,16,5,23.2,74,Moderate,15.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 06:00 AM,2018,3,16,6,22.5,73,Moderate,22.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 07:00 AM,2018,3,16,7,26.7,82,Moderate,31.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 08:00 AM,2018,3,16,8,30.8,90,Moderate,35.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 09:00 AM,2018,3,16,9,34.4,98,Moderate,38.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 10:00 AM,2018,3,16,10,37.2,105,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 11:00 AM,2018,3,16,11,38.6,109,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 12:00 PM,2018,3,16,12,33.7,96,Moderate,29.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 01:00 PM,2018,3,16,13,24.8,78,Moderate,16.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 02:00 PM,2018,3,16,14,17.4,62,Moderate,10.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 03:00 PM,2018,3,16,15,15.7,59,Moderate,14.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 04:00 PM,2018,3,16,16,19.3,66,Moderate,23.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 05:00 PM,2018,3,16,17,23.6,75,Moderate,28.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 06:00 PM,2018,3,16,18,28.3,85,Moderate,33.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 07:00 PM,2018,3,16,19,34.6,98,Moderate,41.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 08:00 PM,2018,3,16,20,38.3,108,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 09:00 PM,2018,3,16,21,39.1,110,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 10:00 PM,2018,3,16,22,40.5,113,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-16 11:00 PM,2018,3,16,23,40.7,114,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 12:00 AM,2018,3,17,0,46.8,129,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 01:00 AM,2018,3,17,1,43.4,120,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 02:00 AM,2018,3,17,2,37.2,105,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 03:00 AM,2018,3,17,3,46.6,128,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 04:00 AM,2018,3,17,4,41.8,117,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 05:00 AM,2018,3,17,5,45.1,125,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 06:00 AM,2018,3,17,6,44.1,122,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 07:00 AM,2018,3,17,7,64.6,156,Unhealthy,85.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 08:00 AM,2018,3,17,8,93.3,171,Unhealthy,122.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 09:00 AM,2018,3,17,9,110.1,179,Unhealthy,127.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 10:00 AM,2018,3,17,10,95.5,172,Unhealthy,81.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 11:00 AM,2018,3,17,11,64.7,156,Unhealthy,34.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 12:00 PM,2018,3,17,12,44.3,123,Unhealthy for Sensitive Groups,24.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 01:00 PM,2018,3,17,13,36.6,104,Unhealthy for Sensitive Groups,29.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 02:00 PM,2018,3,17,14,29.8,88,Moderate,23.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 03:00 PM,2018,3,17,15,38.9,109,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 04:00 PM,2018,3,17,16,49.4,135,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 05:00 PM,2018,3,17,17,56.7,152,Unhealthy,64.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 06:00 PM,2018,3,17,18,64.3,156,Unhealthy,72.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 07:00 PM,2018,3,17,19,67.1,157,Unhealthy,70.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 08:00 PM,2018,3,17,20,72.0,160,Unhealthy,77.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 09:00 PM,2018,3,17,21,70.5,159,Unhealthy,69.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 10:00 PM,2018,3,17,22,67.7,157,Unhealthy,65.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-17 11:00 PM,2018,3,17,23,66.3,157,Unhealthy,65.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 12:00 AM,2018,3,18,0,70.1,159,Unhealthy,74.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 01:00 AM,2018,3,18,1,64.1,155,Unhealthy,58.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 02:00 AM,2018,3,18,2,64.0,155,Unhealthy,62.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 03:00 AM,2018,3,18,3,65.1,156,Unhealthy,65.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 04:00 AM,2018,3,18,4,64.1,155,Unhealthy,61.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 05:00 AM,2018,3,18,5,65.4,156,Unhealthy,69.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 06:00 AM,2018,3,18,6,67.2,157,Unhealthy,73.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 07:00 AM,2018,3,18,7,79.3,163,Unhealthy,96.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 08:00 AM,2018,3,18,8,121.3,185,Unhealthy,160.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 09:00 AM,2018,3,18,9,144.1,197,Unhealthy,167.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 10:00 AM,2018,3,18,10,130.6,190,Unhealthy,117.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 11:00 AM,2018,3,18,11,102.3,175,Unhealthy,74.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 12:00 PM,2018,3,18,12,88.6,168,Unhealthy,75.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 01:00 PM,2018,3,18,13,71.8,159,Unhealthy,55.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 02:00 PM,2018,3,18,14,54.4,148,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 03:00 PM,2018,3,18,15,47.2,130,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 04:00 PM,2018,3,18,16,51.1,139,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 05:00 PM,2018,3,18,17,51.0,139,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 06:00 PM,2018,3,18,18,83.0,165,Unhealthy,115.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 07:00 PM,2018,3,18,19,121.0,185,Unhealthy,159.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 08:00 PM,2018,3,18,20,141.5,195,Unhealthy,162.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 09:00 PM,2018,3,18,21,156.2,207,Very Unhealthy,171.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 10:00 PM,2018,3,18,22,160.1,211,Very Unhealthy,164.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-18 11:00 PM,2018,3,18,23,153.0,203,Very Unhealthy,146.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 12:00 AM,2018,3,19,0,146.5,198,Unhealthy,140.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 01:00 AM,2018,3,19,1,112.2,180,Unhealthy,78.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 02:00 AM,2018,3,19,2,125.1,187,Unhealthy,138.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 03:00 AM,2018,3,19,3,111.0,180,Unhealthy,97.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 04:00 AM,2018,3,19,4,115.5,182,Unhealthy,120.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 05:00 AM,2018,3,19,5,124.2,186,Unhealthy,133.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 06:00 AM,2018,3,19,6,117.1,183,Unhealthy,110.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 07:00 AM,2018,3,19,7,116.0,182,Unhealthy,115.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 08:00 AM,2018,3,19,8,160.5,211,Very Unhealthy,205.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 09:00 AM,2018,3,19,9,186.7,237,Very Unhealthy,213.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 10:00 AM,2018,3,19,10,186.3,236,Very Unhealthy,186.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 11:00 AM,2018,3,19,11,163.6,214,Very Unhealthy,141.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 12:00 PM,2018,3,19,12,145.8,198,Unhealthy,128.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 01:00 PM,2018,3,19,13,117.9,183,Unhealthy,90.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 02:00 PM,2018,3,19,14,104.4,176,Unhealthy,91.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 03:00 PM,2018,3,19,15,91.2,169,Unhealthy,78.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 04:00 PM,2018,3,19,16,84.1,166,Unhealthy,77.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 05:00 PM,2018,3,19,17,83.0,165,Unhealthy,82.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 06:00 PM,2018,3,19,18,87.0,167,Unhealthy,91.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 07:00 PM,2018,3,19,19,94.5,171,Unhealthy,102.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 08:00 PM,2018,3,19,20,104.7,176,Unhealthy,115.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 09:00 PM,2018,3,19,21,116.3,182,Unhealthy,128.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 10:00 PM,2018,3,19,22,125.6,187,Unhealthy,139.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-19 11:00 PM,2018,3,19,23,122.4,186,Unhealthy,119.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 12:00 AM,2018,3,20,0,116.0,182,Unhealthy,108.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 01:00 AM,2018,3,20,1,115.5,182,Unhealthy,115.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 02:00 AM,2018,3,20,2,110.8,180,Unhealthy,105.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 03:00 AM,2018,3,20,3,103.7,176,Unhealthy,95.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 04:00 AM,2018,3,20,4,103.1,176,Unhealthy,101.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 05:00 AM,2018,3,20,5,103.9,176,Unhealthy,103.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 06:00 AM,2018,3,20,6,108.1,178,Unhealthy,116.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 07:00 AM,2018,3,20,7,113.2,181,Unhealthy,124.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 08:00 AM,2018,3,20,8,153.3,204,Very Unhealthy,190.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 09:00 AM,2018,3,20,9,182.6,233,Very Unhealthy,212.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 10:00 AM,2018,3,20,10,191.3,241,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 11:00 AM,2018,3,20,11,178.6,229,Very Unhealthy,166.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 12:00 PM,2018,3,20,12,148.8,199,Unhealthy,119.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 01:00 PM,2018,3,20,13,116.9,183,Unhealthy,85.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 02:00 PM,2018,3,20,14,95.9,172,Unhealthy,75.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 03:00 PM,2018,3,20,15,84.4,166,Unhealthy,73.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 04:00 PM,2018,3,20,16,82.2,165,Unhealthy,80.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 05:00 PM,2018,3,20,17,86.1,167,Unhealthy,90.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 06:00 PM,2018,3,20,18,99.5,174,Unhealthy,113.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 07:00 PM,2018,3,20,19,120.2,184,Unhealthy,141.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 08:00 PM,2018,3,20,20,132.1,191,Unhealthy,144.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 09:00 PM,2018,3,20,21,141.0,195,Unhealthy,150.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 10:00 PM,2018,3,20,22,147.5,199,Unhealthy,154.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-20 11:00 PM,2018,3,20,23,146.7,198,Unhealthy,146.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 12:00 AM,2018,3,21,0,141.8,196,Unhealthy,137.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 01:00 AM,2018,3,21,1,134.9,192,Unhealthy,128.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 02:00 AM,2018,3,21,2,126.4,188,Unhealthy,118.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 03:00 AM,2018,3,21,3,117.3,183,Unhealthy,107.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 04:00 AM,2018,3,21,4,115.2,182,Unhealthy,109.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 05:00 AM,2018,3,21,5,121.1,185,Unhealthy,125.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 06:00 AM,2018,3,21,6,128.5,189,Unhealthy,145.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 07:00 AM,2018,3,21,7,156.4,207,Very Unhealthy,190.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 08:00 AM,2018,3,21,8,198.0,248,Very Unhealthy,235.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 09:00 AM,2018,3,21,9,190.0,240,Very Unhealthy,182.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 10:00 AM,2018,3,21,10,185.0,235,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 11:00 AM,2018,3,21,11,174.0,224,Very Unhealthy,163.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 12:00 PM,2018,3,21,12,144.0,197,Unhealthy,114.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 01:00 PM,2018,3,21,13,117.9,183,Unhealthy,92.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 02:00 PM,2018,3,21,14,96.9,172,Unhealthy,76.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 03:00 PM,2018,3,21,15,79.4,163,Unhealthy,62.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 04:00 PM,2018,3,21,16,73.7,160,Unhealthy,68.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 05:00 PM,2018,3,21,17,86.3,167,Unhealthy,99.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 06:00 PM,2018,3,21,18,92.6,170,Unhealthy,99.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 07:00 PM,2018,3,21,19,101.3,175,Unhealthy,110.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 08:00 PM,2018,3,21,20,105.6,177,Unhealthy,110.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 09:00 PM,2018,3,21,21,125.3,187,Unhealthy,145.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-03-21 10:00 PM,2018,3,21,22,127.6,188,Unhealthy,130.0,UG/M3,1 Hr,Valid
